arrive_time,input_tokens_length,output_tokens_length
386.475640,86,3277
388.799861,3,59
389.527770,4,103
391.236235,4,80
397.042901,46,32
399.759139,6,52
402.202014,10,1020
403.412672,22,235
405.746412,1,73
407.212911,118,280
407.572107,32,132
408.281344,7,164
408.623197,6,75
410.811461,2,94
411.013359,4,81
411.198794,3,109
411.630441,5,126
412.582248,16,448
412.934022,7,984
415.558104,111,300
417.105779,12,553
427.334261,6,46
434.161788,2,20
435.596342,26,108
436.868955,8,193
437.108423,18,258
440.406077,3,49
447.458851,10,49
448.776041,3,84
451.936043,2,82
451.977860,5,210
466.752854,3,36
466.965213,14,657
469.988961,4,86
470.097962,3,35
470.785317,2,56
471.587488,2,82
473.704234,1,49
473.837410,5,208
474.736509,5,6
475.221473,15,324
475.464427,15,35
478.833048,2,67
479.795154,5,85
479.991216,9,154
481.137351,23,485
481.529164,2,64
481.531373,2,53
481.751472,38,150
484.141776,3,31
484.145249,6,596
485.099813,1,73
486.500712,11,10
487.097863,9,192
488.707593,143,2213
492.362397,26,252
493.614229,6,573
494.788835,5,105
495.092130,14,1162
496.355501,13,203
500.993803,2,59
502.159875,3,68
503.617844,23,195
509.370739,21,440
510.170021,6,9
510.260217,4,198
514.462193,17,365
515.844446,6,37
516.130283,5,66
516.305798,1,73
517.641674,14,454
520.780732,2,72
520.842812,7,87
520.988430,2,58
521.211721,98,399
521.551614,13,84
523.546657,2,88
523.659642,13,208
527.475810,13,110
532.512823,5,85
542.505826,2,28
542.525419,19,230
542.958347,3,66
544.426805,33,125
544.566616,8,103
552.795447,10,294
559.507740,27,353
560.875149,32,442
564.870889,34,36
569.015302,4,70
570.525573,11,273
571.503110,2,79
575.516708,28,270
576.713693,4,70
581.679029,2,45
583.700979,13,154
585.070101,3,51
586.070115,3,56
586.755046,2,118
587.196159,13,138
587.217425,2,32
587.838572,13,147
587.875140,251,864
588.375732,3,76
594.989022,36,56
599.935518,3,83
604.743746,726,3277
605.544502,38,1223
611.511458,2,56
613.809916,3,25
613.899747,16,127
614.424468,6,119
616.587037,10,128
616.941464,1,52
617.178665,12,81
620.039859,5,646
620.051793,14,593
620.122333,17,323
624.022460,6,195
624.721708,3,100
630.100825,22,289
633.176246,15,1527
635.474268,22,53
636.329930,5,246
636.674493,2,182
636.829707,78,1195
639.698373,7,188
639.908475,2,22
640.317044,2,43
641.852081,2,85
641.931059,2,28
644.090135,13,1249
644.224521,11,116
644.633135,7,554
644.797778,2,69
649.470816,1,5
656.642911,5,48
659.272701,23,311
661.622362,4,182
662.204741,10,132
664.463880,50,1240
666.830280,14,267
669.690099,9,115
672.897977,1,3
676.216091,77,530
676.255299,6,144
678.607195,15,318
680.562939,4,33
684.686849,5,146
684.938990,2,6
687.185217,2,140
688.465646,1,62
689.777026,4,86
690.102330,10,148
692.988310,6,218
694.406781,8,287
694.625008,206,302
709.566358,1,71
711.436583,8,414
712.460150,3,44
718.981958,5,168
722.715281,33,623
725.806427,2,60
725.950436,67,171
728.198901,12,245
732.568670,270,583
733.942069,178,793
736.864106,71,283
737.515276,92,477
737.814672,4,161
742.143419,13,83
743.235139,4,49
744.665920,2,81
745.386614,4,68
746.770807,4,11
747.470147,2,95
747.583497,188,98
751.571561,14,227
751.945982,3,88
752.714809,7,214
756.603149,2,57
758.795323,8,176
760.539454,1,63
764.884435,1,84
765.242131,5,41
766.578441,3,11
767.837430,470,751
774.823848,44,196
778.276156,19,56
778.717295,18,90
779.051747,20,211
779.977962,6,208
780.415957,7,191
781.351284,32,93
781.577364,71,822
783.374199,8,44
783.820692,3,56
784.308964,6,26
792.330910,5,344
795.716282,6,60
799.997624,3,74
800.128791,9,120
800.740124,2,17
801.675956,6,136
805.174587,88,719
807.068081,2,40
807.080486,7,153
807.753960,2,96
811.130044,7,21
822.480116,8,254
823.325765,2,120
824.580218,8,66
826.443804,19,108
827.697942,18,35
831.023995,2,35
835.451918,12,77
835.873509,33,313
837.458695,30,178
837.681071,1,8
838.032013,5,71
839.299371,85,393
840.035042,2,31
840.217209,6,255
841.715335,4,63
844.397544,7,66
847.014341,2,54
847.771282,4,113
849.316591,99,172
849.760738,10,304
850.285245,15,26
851.062602,9,102
856.757529,3,52
857.830456,5,93
859.594923,2,133
861.128070,2,69
863.882631,87,125
869.720493,5,71
870.568926,6,83
873.198876,5,119
874.007785,6,246
878.141573,3,132
878.440543,4,141
878.731305,7,48
880.230220,63,424
880.401129,16,147
881.047531,10,309
882.609528,2,23
883.216359,15,245
888.505610,15,607
890.070894,3,129
891.364655,25,783
892.853793,10,298
895.390613,72,1985
896.112793,63,994
898.934152,3,84
904.033630,13,375
908.115757,4,27
909.561713,306,672
910.048777,4,138
910.704534,4,134
913.921134,1,69
915.770015,44,537
916.559855,1,116
916.623606,2,74
920.562596,7,73
920.894332,8,349
922.089844,603,404
922.718177,5,81
923.557668,1087,1591
923.719299,4,164
924.385543,15,31
929.396326,4,52
930.605092,7,95
931.773433,2,72
933.547279,2,42
934.419373,2,25
935.210896,2,58
935.250156,5,156
938.382479,19,180
940.805743,3,195
941.820556,37,907
943.786106,1,36
944.802728,1,51
945.048170,2,34
945.361050,2,91
952.039754,30,128
954.575845,1,114
955.469776,5,71
958.304223,7,111
959.754310,26,1478
962.840392,7,227
965.035553,5,173
967.855609,3,170
967.867092,9,155
976.478491,13,73
976.573593,9,1019
977.571587,5,64
977.836018,16,608
978.268463,16,380
979.320180,14,1183
980.201210,2,89
985.981112,138,600
986.954093,16,570
992.970264,4,106
994.716403,4,36
995.713115,154,1429
997.541347,77,1045
999.272260,1,197
999.868799,215,1281
1000.451341,11,120
1005.037778,2,99
1005.197020,2,84
1006.643505,44,81
1012.749457,1,115
1013.512886,14,111
1016.876135,2,34
1017.619437,1,79
1023.869917,6,100
1024.170212,2,9
1025.229748,22,48
1026.668452,3,45
1029.404536,14,204
1031.119726,4,22
1034.190193,681,3277
1034.496347,7,47
1037.687302,16,334
1042.604864,2,93
1045.473511,25,1455
1046.243899,11,225
1046.699437,4,44
1047.333847,2,20
1047.589541,2,53
1049.777858,11,240
1051.373321,22,138
1052.971008,23,186
1054.907760,7,46
1059.490233,9,263
1059.626872,180,1912
1060.645750,8,293
1061.140836,2,67
1063.625204,3,52
1067.873110,2,159
1068.550954,2,37
1069.805471,34,44
1069.901637,2,37
1071.170909,2,70
1071.910651,62,1364
1073.850358,12,172
1075.189907,8,46
1078.417255,6,60
1079.524085,11,379
1080.798059,12,206
1084.540084,748,3277
1085.697230,2,50
1087.674761,4,19
1088.181223,2,42
1091.024095,23,1815
1093.090673,5,104
1095.237410,28,128
1097.494562,8,112
1099.378021,5,115
1099.540281,10,35
1100.274646,13,316
1104.465167,7,54
1107.969538,128,1941
1111.408690,5,48
1117.276904,11,92
1118.954073,3,26
1120.508697,3,57
1121.895590,4,44
1122.030101,14,78
1123.502190,17,447
1126.158111,4,180
1126.818138,5,30
1131.288767,4,110
1133.300763,2,21
1135.694897,19,602
1137.574228,1,85
1140.985458,1,47
1142.224154,27,384
1143.786988,109,353
1144.336099,3,153
1145.782313,10,164
1146.326125,26,381
1149.937686,2,27
1151.642195,5,140
1153.320552,11,466
1156.522963,9,218
1157.020810,12,641
1157.539904,3,72
1163.708098,12,140
1165.545348,12,103
1167.240552,3,63
1167.273681,11,176
1168.266790,48,190
1172.885570,3,26
1176.229519,1,109
1177.250719,2,3
1179.360996,22,671
1180.293157,6,98
1181.500872,367,979
1182.370373,7,355
1182.863636,5,37
1184.441850,27,190
1185.788604,22,532
1191.938233,9,44
1192.170881,10,73
1193.367166,4,105
1196.254171,3,155
1197.709609,1,25
1203.014072,14,202
1203.986645,200,3079
1204.317095,2,73
1208.620878,2,71
1208.762392,8,94
1209.878550,2,35
1210.712504,2,63
1212.554254,13,71
1215.152687,12,75
1216.434521,3,107
1220.203844,14,653
1220.298355,3,85
1221.081118,6,245
1222.827672,32,203
1223.780115,5,167
1224.091088,3,47
1224.549164,94,1173
1225.560377,304,3277
1226.402046,4,55
1229.018413,3,67
1231.387602,8,227
1233.628398,16,83
1235.573040,6,100
1238.367669,3,48
1244.283848,4,49
1244.982034,17,33
1249.290724,13,256
1249.320899,2,64
1255.397607,1,66
1255.608943,12,47
1255.847572,35,57
1256.987280,93,99
1257.320538,6,40
1257.345229,5,77
1257.345372,2,47
1258.013957,15,156
1261.508803,6,105
1261.765994,38,23
1263.602783,54,217
1267.054140,1,8
1267.489450,5,807
1268.171983,43,54
1278.298695,4,53
1280.711476,79,265
1282.156003,112,750
1285.879362,6,142
1286.097354,153,482
1289.192506,8,168
1291.925947,81,702
1292.831973,13,121
1293.559327,4,89
1295.206047,51,668
1298.109998,2,178
1301.322173,1,57
1305.843102,3,59
1306.245453,62,902
1306.799307,3,46
1309.503046,5,173
1309.906274,9,220
1309.924303,8,620
1310.400775,10,141
1311.125370,24,830
1311.855183,22,1243
1314.105730,5,148
1316.135408,5,47
1317.321057,51,2631
1319.919872,9,190
1321.262234,4,116
1323.356813,514,757
1329.647609,10,303
1332.477010,2,46
1333.105092,5,175
1333.448285,5,34
1339.135715,101,929
1341.294897,2,241
1344.866687,19,135
1346.606933,2,67
1348.352422,70,218
1362.764362,17,344
1367.727913,20,1549
1367.860101,7,151
1368.238516,4,440
1369.133721,6,68
1369.984436,4,112
1370.377388,104,105
1372.593309,9,88
1373.704349,3,35
1378.045116,14,162
1378.917441,2,59
1380.409038,3,505
1381.503511,27,225
1383.629116,2,99
1384.206880,2,56
1387.743687,96,1017
1394.583680,25,1038
1394.721926,3,93
1394.730645,6,137
1395.794557,2,45
1397.340460,2,35
1399.934596,69,234
1401.002948,1,16
1402.248182,5,133
1404.107302,3,29
1405.113531,10,88
1411.941481,25,343
1412.074864,4,62
1412.315476,12,77
1413.807359,16,233
1414.426735,77,1250
1417.885373,4,1097
1418.738490,3,32
1419.195899,3,75
1419.549147,39,531
1421.484797,143,372
1421.842007,10,244
1422.974313,3,56
1425.260867,37,179
1427.842120,2,67
1428.800986,7,90
1428.895312,5,57
1429.797608,17,507
1430.883954,6,30
1432.122025,3,45
1432.667934,6,158
1441.081187,37,240
1443.849656,29,1880
1444.037183,5,228
1444.206477,22,1011
1445.401602,2,75
1448.604482,7,158
1448.777827,36,118
1452.005717,25,530
1454.147041,11,530
1457.485857,4,190
1460.943855,262,1742
1463.717665,4,73
1465.609797,29,738
1469.796300,9,23
1471.796574,21,243
1473.500474,203,936
1475.001277,13,443
1477.802017,24,98
1478.499477,3,23
1487.086525,8,120
1490.305713,7,54
1490.663783,1,47
1493.202981,3,142
1495.841190,2,52
1496.103618,2,56
1497.225263,6,109
1497.910237,3,112
1498.312921,14,134
1498.903106,14,97
1501.641961,3,189
1503.050571,2,39
1503.748021,2,73
1504.209243,5,165
1507.814852,26,980
1509.047986,17,784
1511.464924,3277,1210
1512.576342,10,210
1513.173689,17,152
1515.975941,11,98
1517.422395,213,1849
1519.490658,3,22
1523.273700,9,466
1528.423503,5,82
1530.972939,2,91
1532.925437,40,277
1536.108125,4,224
1536.755603,7,100
1537.533134,76,3277
1540.153952,3,39
1540.926423,282,1363
1541.687020,2,50
1545.940003,2,54
1549.323707,6,650
1550.120740,5,80
1551.332752,5,216
1554.819598,1,121
1555.016891,4,137
1557.568662,2,52
1557.943931,1,140
1561.851161,2,60
1563.133073,5,66
1563.484079,7,126
1563.485048,6,481
1563.549992,254,1103
1564.343806,7,652
1567.418913,16,162
1567.491221,24,166
1570.166067,43,253
1574.640919,3,103
1575.498832,23,378
1578.173550,15,10
1578.206360,9,291
1578.466156,10,880
1579.037702,2,57
1580.146060,7,93
1582.622471,5,56
1586.101521,2,28
1587.052908,4,263
1588.491847,35,697
1596.522198,1,37
1598.107640,8,67
1599.172725,12,201
1602.620681,2,41
1613.540759,40,218
1614.619955,386,322
1616.827044,28,113
1621.750405,45,420
1622.644731,19,209
1623.822127,16,833
1625.378579,2,77
1627.092564,93,1337
1629.768767,8,206
1632.170018,3,112
1633.261774,30,384
1638.397922,18,137
1639.536049,5,467
1640.074187,3,53
1642.028475,18,676
1645.698411,30,202
1646.323867,2,30
1648.113664,2,25
1648.912607,8,94
1648.978474,28,613
1649.534758,3,122
1651.876603,2,12
1654.687265,18,165
1655.216905,8,172
1657.207137,2,77
1658.329020,17,247
1660.186020,17,1110
1660.263908,10,17
1660.578526,9,213
1661.012531,26,1175
1661.696801,18,317
1662.792306,1,78
1663.932160,7,2981
1665.047704,4,285
1665.326994,3,110
1671.107331,40,792
1671.945971,4,69
1673.552013,2,63
1677.520498,30,368
1677.794274,8,105
1679.468389,4,165
1680.464004,3,97
1683.820969,1,66
1685.139090,2,30
1686.004109,9,296
1686.030796,39,171
1691.434849,17,310
1691.663002,43,135
1693.618424,21,183
1694.360463,79,786
1700.950831,468,580
1701.283886,74,65
1706.703997,2,27
1714.976209,40,393
1715.608138,4,99
1715.831405,8,1026
1717.957295,3,50
1718.569000,15,87
1719.353121,4,68
1722.058723,2,30
1726.297026,23,430
1728.156935,9,561
1731.442223,2,38
1731.686522,1,15
1736.694514,3,50
1736.969957,15,116
1737.208795,5,203
1737.819484,12,145
1739.318437,4,110
1739.683377,2,78
1744.837461,2,98
1745.342011,9,81
1749.632819,8,47
1754.626085,245,270
1755.763478,3,33
1760.257655,5,44
1763.587248,3,33
1764.631415,4,22
1767.986225,6,26
1770.291197,2,47
1770.954083,1,85
1778.388550,8,264
1780.330354,4,52
1784.064684,9,149
1785.192931,6,320
1787.332604,20,366
1787.900572,3,153
1788.633930,7,214
1791.502185,1,30
1795.570135,4,55
1803.770001,2,84
1805.169112,3,56
1805.228385,2,47
1805.595179,3,41
1805.977396,2,30
1812.652891,2,121
1813.400070,9,111
1814.179005,24,353
1819.600870,15,125
1821.183839,7,66
1822.046797,2,29
1822.109890,2,47
1822.307193,4,38
1822.797788,2,62
1823.333962,15,134
1824.547815,131,158
1826.359293,20,89
1826.920026,14,430
1828.654340,401,2565
1829.775715,3,43
1833.334858,2,59
1834.867525,3,34
1836.267354,19,261
1837.233679,2,16
1838.570484,12,154
1839.300226,31,303
1839.875638,2,66
1841.607715,3,75
1842.420149,4,98
1843.195448,7,85
1849.581059,3,28
1851.897408,3,152
1852.912913,13,364
1855.130041,3,71
1858.728997,3,184
1866.644638,57,2
1868.315198,76,175
1868.431194,2,30
1869.864390,1,11
1870.036374,2,70
1876.872556,41,126
1877.185108,2,136
1877.327895,18,86
1881.950537,3,47
1883.104309,4,80
1884.547032,6,112
1885.717433,22,80
1891.024917,3,124
1892.769913,7,50
1894.055710,2,66
1894.282318,53,1274
1900.139279,2,74
1900.665176,5,64
1906.192536,3,41
1906.291284,5,147
1910.376359,1,73
1911.498957,10,1070
1920.166887,11,298
1923.718880,64,588
1923.977443,15,126
1924.248984,3,94
1925.036081,4,63
1932.040956,228,508
1933.836263,2,38
1935.603678,3,79
1939.167776,51,72
1941.628190,6,150
1944.006798,5,100
1947.843835,4,9
1949.540150,2,8
1952.179708,72,132
1953.173865,7,83
1954.680891,6,22
1956.624768,4,216
1957.628855,7,230
1961.077606,6,12
1965.841564,1,46
1966.209335,11,229
1969.887518,5,91
1970.024414,161,2259
1970.495425,3,15
1972.189578,4,97
1976.052610,3,98
1983.360513,12,45
1985.446088,9,290
1985.564434,1,22
1988.616760,3,50
1989.080243,4,82
1989.583675,4,79
1989.772765,1,15
1991.097744,64,520
1991.904447,11,111
1995.994602,6,342
1998.523767,11,2395
1999.401754,87,182
2000.127139,41,1044
2001.563016,29,533
2002.137804,2,38
2002.241685,34,569
2003.124099,2,92
2003.702584,6,100
2006.317731,5,95
2008.433791,6,174
2008.950055,76,1101
2012.936007,5,57
2014.589224,2,146
2020.615345,31,442
2023.591198,1,34
2028.236304,86,1322
2034.593025,9,93
2035.624833,10,234
2037.826420,3,53
2038.172770,20,3277
2038.729347,52,355
2039.186746,5,58
