arrive_time,input_tokens_length,output_tokens_length
407.619829,14,441
411.028963,5,212
412.630293,59,520
413.778798,5,88
414.584610,1,33
414.802072,2,47
416.072707,18,323
416.865799,8,157
418.735411,3,169
419.162042,51,938
420.305915,2,86
420.417901,2,114
420.660372,22,244
420.893483,2,74
421.348478,1,35
423.447161,56,846
424.101616,6,60
424.881062,1,41
424.967865,2,33
425.594553,1195,67
426.281815,16,116
426.711584,11,107
427.816996,29,340
428.527895,46,107
428.713005,4,113
429.655273,3,27
430.379525,2,72
430.808792,164,694
430.836649,4,60
431.386280,4,58
433.881511,2,52
435.744943,7,92
436.633252,6,72
436.850221,14,80
438.368199,48,121
440.109728,3,92
440.158595,61,78
442.804197,17,562
445.604088,7,191
445.859328,2,75
446.308601,2,16
446.380663,26,1
448.035307,21,707
448.784072,51,58
450.049288,2,17
451.138347,15,225
452.524936,101,929
453.154875,9,442
453.451922,1,22
454.046387,4,48
454.222133,5,204
458.450756,1,29
459.008642,33,416
459.338267,15,186
459.788587,13,140
460.266790,45,441
460.974200,125,1541
461.685338,2,26
462.042862,3,20
462.765103,7,25
466.851976,65,26
466.982449,1,18
467.196002,11,77
470.789635,7,96
472.514695,58,775
475.914891,3,43
477.160980,2,89
479.248968,9,42
479.339338,5,62
481.333393,2,142
482.164637,2,67
484.335163,12,176
485.280613,6,378
485.288861,18,71
485.673782,4,213
485.905510,27,101
487.288168,4,60
488.393963,30,513
488.760114,89,65
489.300683,11,77
489.550350,3,113
489.777111,1,16
489.886020,3,135
490.634116,3,23
490.951043,2,189
491.564907,65,20
492.420410,3,128
493.312673,3,52
493.552975,8,43
493.914522,2,52
493.928827,9,144
494.467038,26,158
495.856984,2,59
495.894078,4,107
497.713556,7,235
499.987354,2,36
500.824522,20,157
502.648194,208,435
503.267048,2,1038
503.596449,7,257
503.659821,116,51
503.710718,1,153
505.544997,41,964
508.310158,10,2046
509.101628,1,86
511.333121,12,245
512.358691,4,387
514.037039,19,59
514.981977,6,103
515.884624,5,67
516.311005,2,55
517.252282,7,65
517.552855,12,72
517.610264,7,194
518.377741,11,132
518.476313,18,176
519.044729,18,305
519.066795,1,76
520.020925,9,76
520.399378,3,5
520.532016,2,42
521.066974,4,147
521.570508,2,2
523.045373,2,23
525.567328,6,115
526.975957,2,29
527.103438,23,262
527.371387,135,1801
533.710760,4,88
534.232709,9,67
534.741855,2,44
536.424920,7,138
538.048840,3,66
538.188936,2,51
539.090841,2,291
539.215310,5,117
541.032956,4,180
541.111493,2,44
541.878854,3,139
543.958553,5,52
544.541318,28,165
545.784184,3,60
546.671129,1,9
548.671254,1,123
551.730802,3,154
552.994785,2,157
555.585645,34,208
556.018469,1,78
556.807469,11,134
557.404635,65,369
560.078882,3,46
561.779489,2,91
562.154345,13,151
562.623284,5,160
565.777182,11,135
566.052937,7,141
566.562477,101,38
567.018908,5,104
567.045885,3,29
567.938390,5,117
568.476835,2,92
568.608791,35,1113
568.626321,52,681
569.177686,15,248
570.895754,8,176
572.439121,8,190
572.711011,2,59
573.072105,2,83
573.736637,12,53
573.832253,8,201
574.853060,73,425
575.150772,4,150
577.280093,48,394
578.324260,20,868
578.698108,7,308
580.355277,4,108
582.641934,4,87
583.426280,4,66
583.747539,1,154
587.067796,44,61
589.090081,4,56
591.529698,2,39
592.647083,97,1
593.691622,1,64
594.882271,19,229
595.062479,4,39
595.999944,118,734
596.190526,3,58
596.488051,16,4
596.883379,79,585
598.330477,6,163
599.049883,51,387
599.768277,42,45
600.845120,5,82
601.558775,184,1608
602.819188,6,113
602.896287,9,147
603.405365,20,444
604.151287,11,218
604.267975,5,11
604.882500,9,157
605.509213,7,151
606.738497,10,54
607.132338,17,442
608.229711,2,102
609.596922,40,1069
610.776619,2055,360
611.096907,3,36
612.402861,4,39
613.604281,7,87
613.994302,3,76
614.260421,2,42
614.634652,328,489
614.807881,14,50
615.628627,3,52
616.370387,8,16
616.965002,5,173
617.315525,2,27
617.424231,9,126
619.712743,9,117
620.566590,2,99
622.084909,4,89
623.873425,4,69
625.401478,5,171
625.957486,4,63
626.956299,12,258
627.001934,6,376
628.706679,4,74
631.086056,7,154
633.823575,2,64
634.101604,20,137
634.350712,4,37
635.035081,10,6
636.058592,13,111
636.978372,10,54
638.976880,4,69
639.732648,8,282
640.459750,2,61
641.236045,6,979
641.803036,3,42
642.352648,5,41
642.739164,11,138
642.891063,10,681
643.197767,10,66
643.348386,2,18
644.017089,9,171
647.674598,10,166
648.556179,4,85
649.343145,2,42
650.161902,3,52
650.410372,3277,3277
651.075440,36,535
651.304278,1,50
652.398661,19,154
654.249503,62,2669
654.497161,10,360
657.228160,11,521
659.448653,3,84
659.450423,12,18
659.898769,6,90
660.113358,101,152
660.283483,137,639
662.045894,2,177
663.302999,2,53
663.965412,5,128
665.595800,49,951
667.045376,3,51
667.140373,47,327
667.223834,5,38
668.644889,4,32
668.746958,3,90
670.634441,12,85
671.669755,2,110
672.948061,42,151
673.481227,4,93
673.793019,23,903
674.200994,2,23
674.326991,10,141
674.753581,3,66
675.927036,3,12
677.993618,154,262
678.057287,9,82
680.032491,9,235
683.083416,5,139
685.713252,31,226
686.503786,3,266
688.472667,6,199
689.907544,3,133
690.667554,199,946
691.501277,13,134
691.678155,28,93
693.409458,3,759
693.489130,2,80
694.640445,10,35
698.512971,22,336
699.939181,2,118
700.747163,2,128
701.223104,3,68
703.110908,7,185
703.205495,3,124
703.881440,45,220
705.372461,63,88
705.781489,129,845
706.275285,3,40
706.367857,21,588
706.529688,2,12
706.559353,4,171
706.987352,3,36
707.723008,2,46
708.120760,31,159
708.469219,31,118
709.624909,14,303
712.391683,2,45
713.144698,2,56
713.932409,15,101
714.265448,2,64
714.732779,2,17
715.144760,20,642
718.209393,3,93
719.451543,14,35
720.986617,11,109
721.201119,6,49
722.930332,14,67
723.512089,4,81
723.661100,1,106
724.686537,13,177
724.846048,417,1083
725.450104,12,113
725.582015,20,602
726.370191,4,100
726.596183,104,1294
726.837191,26,1500
726.999441,11,426
727.041655,6,127
727.175626,1,56
728.665931,61,86
729.137862,8,63
730.926480,1,32
733.596759,2,59
736.491288,50,964
736.564293,6,47
737.347650,6,242
737.454568,19,115
739.579295,2,99
741.097610,6,71
741.546343,15,82
742.037961,1,20
742.850001,9,37
744.022025,12,134
745.881543,4,52
745.997378,6,30
746.821077,5,128
747.300247,9,166
747.619752,6,72
748.849932,33,479
749.363859,57,124
750.776875,97,310
752.529083,25,680
753.002433,199,946
753.019405,16,779
756.545068,2,18
757.767736,232,548
760.038462,311,636
760.133321,12,591
760.272651,25,315
760.334277,23,70
760.580029,9,154
760.588846,2,80
762.686146,2,67
763.063867,7,197
764.662117,2,67
766.448784,98,3248
768.221058,6,75
768.883965,3,110
772.404658,12,94
774.620701,9,118
777.814637,2,39
778.700103,12,44
780.743522,15,674
781.357174,2,36
782.680754,313,76
783.883359,19,247
783.957640,21,113
784.182674,17,189
785.731951,3,68
785.758291,3,18
787.223085,4,129
788.105375,2,40
792.809458,3,69
792.843866,3,27
793.567402,2,76
796.744557,17,80
796.753260,119,2665
797.818142,65,1714
798.250518,37,61
798.541055,15,272
799.897096,5,145
800.523167,5,343
801.374136,2,26
801.374324,3,340
802.156629,18,119
802.236471,3,91
802.894313,51,601
802.983990,26,638
804.084593,12,146
804.273878,3,1
804.301042,3,37
806.006964,51,413
806.251289,5,84
806.259389,1,209
807.455146,17,98
808.201076,7,216
809.145868,47,522
811.199459,108,2970
811.401935,131,132
811.685054,6,55
813.059905,10,276
813.512827,3,210
813.806999,155,50
815.482228,10,359
815.914354,2,76
816.331034,19,120
819.257885,3,51
819.274619,2,12
822.278586,1,24
822.682079,3,218
825.953645,5,118
826.092166,39,1185
826.950129,7,62
828.292042,2,91
829.684002,2,23
829.779928,1,40
829.870665,11,181
830.837730,6,70
830.933473,3,72
832.544404,7,258
834.422949,7,148
834.575929,7,61
836.041822,84,645
836.091715,30,133
839.231220,30,63
839.968690,23,70
841.285704,23,352
842.588984,2,88
843.660134,15,484
844.551987,17,618
844.580496,4,107
846.590229,5,24
847.512759,63,605
847.799194,16,50
848.222093,44,65
848.671225,4,84
848.737973,4,25
848.946717,43,967
848.966990,25,408
849.861956,5,79
850.398672,14,731
853.595481,709,124
853.866749,53,119
854.724330,13,1
854.793399,8,165
855.153606,16,173
856.100390,35,631
859.130583,10,60
862.399395,4,52
862.449236,12,44
863.421197,4,58
863.673919,11,721
865.765052,15,163
867.103646,10,206
867.338898,3,127
867.831164,8,22
867.839020,18,526
868.358839,4,97
869.148648,21,77
869.794396,41,143
871.094066,156,2509
871.241744,5,70
873.001301,57,808
873.474184,22,385
873.966685,8,297
874.319063,51,364
875.827976,2,80
876.342354,74,235
876.712947,2,60
877.718242,7,173
878.733562,2,70
879.131745,6,138
881.054521,4,166
881.534917,4,216
882.833205,2,66
883.182664,417,671
884.704108,4,47
886.183764,7,19
887.446063,24,128
889.044550,50,724
889.901008,1,94
890.105122,1385,3119
890.817516,2,22
891.054317,3,89
892.013364,1,47
892.131707,19,725
892.974896,4,316
893.132343,18,383
894.019888,4,92
898.117746,492,1880
899.265603,5,159
899.632699,13,152
899.905193,5,45
900.446023,6,194
901.161252,3,50
902.091163,6,57
902.382188,2,7
903.385607,5,85
903.568625,4,72
906.168183,13,67
907.479097,18,192
908.127097,125,1703
909.272587,4,73
909.442135,123,930
911.397776,142,1200
913.712325,6,48
913.928223,4,196
913.966656,11,87
914.404639,10,81
915.511724,17,1352
919.094017,2,34
919.501282,43,221
919.900136,8,237
920.027427,2,47
922.046048,3,97
925.162318,3,44
925.234478,5,15
925.329238,3,52
925.633269,2,89
927.861585,12,71
932.670697,8,210
933.105964,13,423
934.503797,2,65
935.398310,4,53
935.641460,2,93
936.434608,52,96
939.345516,3,109
940.777081,5,62
942.279437,51,736
943.648943,3,79
943.799843,29,1456
944.510851,8,111
945.673858,8,20
946.426676,28,129
946.437436,5,845
946.531289,6,16
948.877200,3,39
950.295273,2,70
951.649920,156,476
953.809291,3,76
955.021987,5,431
958.810251,4,67
961.163314,25,207
961.480497,417,484
961.893163,5,109
962.637242,2,56
962.945710,7,65
964.901961,141,1022
965.094902,31,48
965.985824,13,342
967.353163,2,26
968.246814,3,60
968.541800,10,176
969.227277,103,133
969.381065,4,164
970.110995,13,1701
970.919986,2,68
971.615954,3,116
972.405072,3,58
972.687062,2,5
976.064275,3,39
977.356673,7,108
978.326547,3,48
979.410808,10,111
979.888525,11,232
982.471399,23,422
982.624187,9,65
982.666873,236,1131
983.778810,9,515
984.649606,9,66
985.045263,10,106
989.008093,6,6
990.253983,16,123
990.977182,3,298
992.544110,1,67
992.720985,37,410
993.137994,7,242
993.360685,1,42
993.596038,7,450
995.105499,1,43
995.738011,4,63
996.558448,4,83
