arrive_time,input_tokens_length,output_tokens_length
103.517518,21,218
103.595508,8,156
103.661224,13,225
103.812827,1,22
103.979841,4,48
104.899481,3,188
105.087777,6,103
105.433922,4,59
105.862288,16,958
106.229620,4,56
106.449421,3,87
107.397071,2,47
108.245054,3,55
108.562406,12,362
108.597266,6,92
108.826040,20,91
108.984427,6,72
109.271785,19,240
109.508358,8,178
109.809610,3,1
110.224478,20,289
110.671004,1,112
111.095176,6,185
111.628334,124,2216
112.264343,5,63
112.488939,5,81
113.574873,4,109
114.871581,4,65
115.010823,11,69
115.933280,4,58
116.356917,4,116
116.729037,6,28
116.809662,7,330
117.171683,3,63
117.397550,55,274
119.536589,2,39
120.212389,17,239
120.527271,10,327
121.200615,5,33
121.453468,5,23
121.489906,10,985
122.454034,144,119
122.813391,3,155
122.972000,20,243
123.462351,4,34
124.300046,3,193
124.916585,44,533
125.135331,2,84
125.173801,8,44
125.995121,32,1892
126.268675,3,91
126.282860,3,74
126.359610,10,1244
126.381057,43,105
126.845532,1,39
127.738001,13,156
128.266057,49,132
128.356354,11,87
129.427188,4,74
129.508589,8,145
130.276434,21,588
130.621325,212,269
130.622718,9,314
130.715792,55,583
130.761665,48,1465
131.110634,1424,1151
131.698619,42,986
132.149715,36,564
132.986655,5,139
133.417373,45,29
133.497486,6,53
134.017096,102,1293
134.385951,10,63
134.645631,22,42
135.432322,1,37
137.213392,51,519
137.407349,3,79
137.697839,2,64
138.104697,204,22
138.654396,4,74
139.176566,6,66
139.213909,3,44
139.214085,4,102
139.611295,4,56
139.675321,2,81
139.843109,5,171
140.199439,5,27
140.261965,4,52
140.937953,2,69
141.279701,11,40
141.305442,8,43
141.311597,3,89
141.448598,12,282
141.607127,115,892
141.964798,1,86
142.031917,3,123
142.347828,8,472
142.645387,1,35
142.898990,62,832
143.960260,87,2583
144.275107,15,393
144.275820,45,1034
144.649811,7,176
144.695727,46,2078
144.863520,36,2197
145.064429,4,902
145.256251,31,304
145.353867,31,1089
145.921427,4,63
146.269838,4,295
146.499237,1,71
147.334770,21,514
147.640610,33,3105
147.937343,2,125
148.095881,5,378
148.428373,3,144
148.577197,34,52
149.001384,3,58
149.186436,4,675
149.432834,3,31
150.002614,3,83
150.021433,9,910
150.117972,84,901
150.502562,3,253
150.562976,4,90
150.863669,25,909
151.398296,8,134
151.484544,7,99
151.548205,10,803
151.931849,26,47
152.076961,14,254
152.092430,35,437
152.236514,19,286
152.368163,7,142
152.763866,2,8
153.839516,12,332
154.053715,108,1246
154.288263,2,43
154.448688,5,68
154.545146,4,58
155.505482,6,130
155.626734,3,62
156.682851,7,277
156.847557,1,24
159.300343,71,94
159.441874,2,140
159.516649,186,53
161.096103,75,135
161.625765,79,114
162.191011,3,29
163.542706,38,412
163.930172,4,38
164.053182,1,24
164.298949,32,417
164.363325,2,94
164.736590,576,2222
164.964324,9,261
165.017426,3,43
165.250082,13,202
165.357395,17,825
165.964792,3,80
166.202690,5,92
166.657119,6,241
167.025657,30,35
167.124647,12,110
167.982842,20,627
168.049444,48,339
168.189364,10,40
168.200040,2,59
168.610639,13,135
168.672840,1,55
169.228889,1,58
169.401864,2,58
169.557950,5,52
169.586319,2,120
170.376131,220,335
171.848509,2,61
171.989720,18,419
172.150763,31,531
172.514740,18,337
172.799590,1,69
173.851786,6,79
174.201506,247,483
175.519076,78,824
176.321968,1700,3277
176.544556,8,109
176.762086,3,84
177.327073,35,79
178.011687,2,122
178.322935,5,39
178.328499,30,108
178.777628,4,94
179.469743,4,447
179.531914,85,1168
180.172982,25,298
180.354953,97,1957
180.503422,9,35
180.825240,25,632
181.395749,4,158
181.595392,508,1057
181.821797,23,94
182.186370,6,444
183.468247,3,29
183.606657,3,117
183.693096,2,126
184.049187,5,60
184.285353,12,270
184.463742,2,91
185.031881,47,395
185.415049,4,58
185.489574,6,74
186.990888,9,231
187.598009,3,13
187.648454,85,367
188.248388,9,161
189.170139,3,410
189.732832,1,46
190.024731,3,44
190.146843,3,93
191.075692,1,36
191.668850,6,34
192.513671,39,256
192.727141,5,32
192.778523,17,239
192.932315,1,4
193.506752,7,286
193.782830,11,311
194.004564,6,110
194.300965,1,29
195.458672,3,65
195.719153,1,72
196.406728,1,64
196.458195,22,247
196.684152,1,14
196.691026,75,573
196.742139,10,66
196.844714,10,48
197.155589,2,57
198.319521,61,128
198.897000,13,83
198.897952,9,28
198.975693,4,169
199.936261,5,45
202.106380,2,114
202.630197,151,143
203.348880,499,172
203.763714,3,34
204.267512,1,63
204.972429,1180,2395
205.159265,5,112
205.282708,2,65
205.446578,19,435
206.245148,92,2678
206.346838,1,22
207.507790,43,440
207.682986,7,52
207.703567,3,178
208.696136,11,94
209.302833,10,113
210.248873,5,123
210.520607,2,143
210.694087,4,45
211.373373,5,26
211.707707,11,53
211.898315,16,552
212.154067,50,236
212.368676,3,1
212.369105,5,140
212.530571,1,40
213.000082,18,146
213.006350,33,355
213.256993,22,28
213.544597,2,43
213.566163,96,778
214.016667,12,363
215.264389,69,250
216.324188,8,331
216.400429,13,104
216.440448,37,1560
216.991059,3,40
218.374421,3,64
218.385960,11,463
218.541886,12,79
218.622228,86,208
218.788388,2,26
219.325726,505,1121
219.348268,5,60
219.666748,3,95
219.708470,7,730
219.711781,127,1765
219.768402,2,47
219.784723,41,297
220.253714,15,361
220.381792,8,831
220.565322,6,124
220.713268,2,17
220.837639,44,1398
221.702507,6,441
221.979512,11,179
222.255635,10,155
222.577255,3,192
222.633275,20,951
222.850742,23,128
223.254223,5,123
223.687266,504,1566
223.841160,142,201
223.886200,74,165
224.101480,71,339
224.968453,13,1035
225.397710,3,78
225.552122,6,106
227.340036,8,382
227.715407,871,3277
229.298393,4,347
229.555801,48,573
229.629663,8,47
229.769025,3,50
230.427237,3,203
230.758694,11,543
230.829884,10,317
231.702527,3,50
231.820377,18,555
232.568404,17,136
232.587469,1,21
233.110236,4,19
233.126725,91,117
233.517701,6,38
233.702088,5,47
234.676193,7,378
234.899469,4,142
235.862849,3,49
236.148336,14,407
236.176002,16,52
236.279260,2,29
236.518486,49,914
237.662612,6,89
237.774154,2,47
238.575629,11,177
239.025916,1,88
239.718665,34,868
240.000944,65,254
240.105737,19,108
240.241382,26,411
240.542216,5,37
241.188894,8,91
241.567237,6,240
242.549132,5,125
242.552113,9,121
242.588316,1,71
242.853393,2,118
242.968581,2,64
243.501922,3277,3277
243.717705,8,147
244.459871,2,63
245.018512,5,78
246.032935,16,183
246.083528,10,194
246.277597,52,121
246.342846,2,67
246.822089,4,58
246.903319,4,84
247.188114,4,234
247.709636,5,21
248.023598,8,148
248.437938,8,118
248.459221,4,228
248.717642,52,494
248.876160,1,179
249.034512,66,2185
249.422256,7,80
249.963624,1,37
250.090515,15,208
250.601282,188,185
251.159315,15,266
251.211423,105,322
252.452471,45,1180
253.105997,64,1391
254.082430,8,241
254.321222,21,890
254.437917,106,327
254.456851,150,3078
255.138021,4,86
256.579307,5,580
256.925933,2,54
257.162810,6,57
257.576150,3,31
257.612624,208,197
257.708295,1,12
258.026529,15,598
258.294262,23,300
259.384796,10,67
259.672637,2,129
259.826162,6,25
260.010714,6,59
260.388021,3,101
260.442668,10,183
260.587985,8,1455
260.713594,20,185
261.732300,22,747
261.882797,34,846
262.002070,6,85
262.068778,5,234
262.296443,3,67
262.310154,6,52
262.695658,14,57
263.127450,1,362
263.171851,19,321
263.182161,2,29
263.337784,61,226
264.655264,112,1335
265.442588,6,60
265.972745,13,88
266.639077,8,197
267.432633,18,224
267.585794,7,182
267.827733,45,401
268.306676,3,41
268.423023,33,555
269.371278,34,221
269.746651,22,79
270.080613,5,15
270.249306,4,68
270.286407,22,457
270.725487,4,72
271.221992,5,78
272.110491,5,37
272.450247,6,61
272.866895,13,874
273.347887,13,178
273.695532,31,357
273.863122,1647,3277
274.182056,5,130
274.262896,9,76
274.338766,4,674
275.466644,3,30
275.551189,5,322
275.794276,35,550
276.035923,2,40
276.344578,5,156
277.790624,6,19
277.904990,3,29
277.920446,11,154
278.093165,3,43
278.271164,19,454
278.327149,3,83
278.336477,19,129
278.465857,52,895
278.812114,219,905
278.821539,35,337
279.019430,7,25
279.252185,10,157
280.096636,4,65
280.997010,8,598
281.572711,11,104
281.761455,3,246
281.870905,4,93
282.025039,7,77
282.249522,7,98
282.735744,13,177
283.084524,4,19
283.094152,4,422
283.413319,1,17
284.052819,1,89
285.029016,30,1063
285.056468,3,41
287.180388,14,402
287.488879,3,70
287.517622,3,113
288.035136,11,97
288.831260,14,214
288.974825,2,127
289.078894,16,85
289.248594,3,66
289.629995,15,152
289.769315,5,834
289.814413,6,74
290.003854,6,52
290.131869,709,124
290.453692,4,104
291.124352,5,111
291.333519,3,274
292.256168,44,872
292.681158,4,262
292.941025,5,18
293.425218,7,183
294.105667,344,75
294.515199,11,260
294.555143,27,131
294.566628,472,919
295.207640,4,60
295.252057,10,129
295.563223,2,31
295.602900,2,23
296.580669,106,310
296.736730,5,52
297.135907,3,131
297.250485,2,63
297.548333,2,11
297.555228,4,42
297.674729,6,50
298.217264,17,109
298.408709,3,23
298.659981,2,37
299.194643,16,497
299.310544,6,118
299.334416,1,154
299.523842,38,204
299.935980,11,74
300.274581,53,477
300.931724,3,163
302.109836,2,26
302.848869,6,27
302.941326,1,90
303.526333,4,52
303.945663,2,127
304.219694,15,182
304.337974,1,7
304.890512,2,64
305.074743,2,31
305.075281,3,45
305.557587,3,77
305.687249,4,224
306.429916,3,27
307.216198,59,113
307.269763,5,60
307.918467,38,413
308.090761,2,10
308.221757,3,150
308.463449,15,216
308.572289,42,134
308.700062,3,52
309.029275,110,1098
309.251176,6,35
310.047038,7,129
310.450750,3,22
311.063024,21,441
311.234040,3,282
311.775165,135,752
312.331255,2,118
313.099758,6,198
313.245022,4,31
313.273240,1,64
313.561280,10,14
313.571457,5,72
314.582001,3,398
314.609779,13,648
314.881311,3,169
315.532990,5,98
315.699300,10,88
316.271367,4,142
316.716837,8,467
316.775945,7,798
317.235244,19,88
317.453226,18,807
317.612226,7,148
318.043714,2,20
318.879374,67,2078
319.658035,3,46
320.227938,93,102
320.626654,7,58
321.054493,8,223
321.516263,28,359
321.791956,8,170
322.217068,7,52
322.269080,3,87
322.953187,4,35
323.063966,1,68
323.263072,7,54
324.479121,90,496
324.842608,2,132
324.918315,85,53
324.923556,20,243
324.972809,2,62
325.042660,3,28
325.311425,13,285
325.600742,6,86
325.790521,1,48
326.006098,119,124
327.108282,8,143
327.539161,2,35
327.802768,8,102
327.930485,6,79
328.000229,2,24
328.068169,3277,3277
328.479113,2,59
328.512858,1,28
328.886589,12,71
329.647343,2,152
329.811766,3,78
332.344563,6,182
332.506660,4,33
332.703851,17,288
334.533692,6,661
334.720646,7,97
334.939162,2,67
335.525108,4,74
336.215783,3,41
336.721721,23,50
337.038541,3,45
337.124279,1,33
337.173222,2,113
337.183810,2,25
337.546226,4,196
338.151945,26,103
338.497500,5,80
338.535499,8,138
338.628588,3,75
338.801548,15,632
338.847809,6,60
339.056278,274,406
339.525745,3,69
340.356119,4,83
341.301147,2,86
342.203724,10,89
342.244269,21,431
343.384458,2,61
343.821149,25,609
345.190583,9,88
345.229364,3,37
345.293680,4,155
347.010075,107,1652
347.431282,2,43
347.992630,977,119
348.671155,13,198
348.721706,1,41
348.834968,27,1007
348.837485,35,1448
350.538639,17,687
350.757877,3,61
350.776480,38,2424
350.780535,2,169
350.891381,2,80
350.989616,3,80
351.893318,14,316
351.924349,2,88
352.327086,541,3277
352.506721,8,225
352.535397,1,68
352.638720,15,272
353.488123,8,205
353.572928,135,752
353.822206,5,53
354.698442,135,2317
354.925368,6,87
356.822548,3,98
357.263133,21,186
357.501647,4,45
358.160619,5,149
358.413008,4,96
358.664063,7,164
358.991386,2,42
359.157074,8,171
359.443878,4,675
360.017132,2,43
360.557099,2,195
360.572621,10,353
360.796372,27,1331
360.894102,109,446
360.998812,21,118
361.229547,6,43
361.724461,59,1063
361.834968,2,23
361.936688,243,223
362.590818,6,159
362.692361,4,59
362.848850,20,221
362.977629,9,118
363.049474,159,216
363.655369,6,39
365.400928,2,15
365.446398,3,37
365.603643,7,205
365.751485,3,84
365.828643,3,246
366.119082,1,89
367.023124,11,5
367.044228,15,41
367.841084,3,68
367.999275,2,18
368.896035,11,684
369.081185,17,365
369.195747,2,36
369.209265,131,423
369.210988,3,71
369.728795,1,14
370.665840,5,86
370.910341,3,97
371.264838,3,132
371.273903,1,102
371.917903,299,3277
372.184383,3,71
373.262842,4,46
373.650677,26,185
373.895664,12,255
373.898339,3,113
374.676700,1455,1063
375.093625,36,924
375.494435,4,1
376.376180,3,31
376.453067,6,111
377.147520,4,1240
377.184434,11,144
377.207789,2,74
378.145786,11,224
379.220376,2,80
379.279369,10,141
379.397909,59,146
379.569207,3,48
380.354513,20,74
381.073212,6,592
381.222671,15,349
381.815287,4,23
381.830035,2,71
381.937394,68,1063
382.227279,170,150
382.484285,3,89
382.702907,6,154
382.762372,17,246
383.420166,2,49
383.514936,5,407
384.149294,51,72
384.693188,59,148
384.893014,26,478
385.178750,2,42
385.423576,93,1176
387.327291,3,69
387.552952,29,346
388.484719,18,169
389.109189,31,196
389.550059,5,626
389.567062,199,550
389.777544,11,179
390.759938,9,160
391.312302,5,190
392.160102,13,114
392.352768,2,56
